canonical_smiles,molregno,synonyms,assay_id,standard_value,standard_type,standard_units
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,1377615,Propanidid,1804572,0.157,Inhibition index,
O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,282991,Lomitapide,1804572,-0.295,Inhibition index,
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,16088,Rimonabant,1804572,0.0008167999999999999,Inhibition index,
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,418485,,1804572,0.1412,Inhibition index,
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,674727,Cinacalcet HCl,1804572,-0.1481,Inhibition index,
CC(C)Cc1ccc(CC(=O)O)cc1,228897,Ibufenac,1804572,0.1002,Inhibition index,
COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,429475,,1804572,0.1442,Inhibition index,
CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O.CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O.[Ca+2],2341531,,1804572,0.08002999999999999,Inhibition index,
CNC(=O)OCc1cccc(COC(=O)NC)n1,1043095,,1804572,0.5155,Inhibition index,
CC(COc1ccccc1)NN.Cl.Cl,2341295,,1804572,0.2378,Inhibition index,
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl,674405,Valganciclovir HCl,1804572,0.2369,Inhibition index,
CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,705864,,1804572,0.5895,Inhibition index,
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1.Cl,2341259,,1804572,0.3154,Inhibition index,
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O,674291,Oseltamivir Phosphate,1804572,-0.01747,Inhibition index,
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,33576,Vandetanib,1804572,0.1393,Inhibition index,
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,140107,,1804572,-0.006958,Inhibition index,
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,2341225,,1804572,1.276,Inhibition index,
COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC.O=C(O)/C=C\C(=O)O,2341136,,1804572,-0.1094,Inhibition index,
CCC(NC(C)C)C(O)c1ccc(O)c2nc(O)ccc12.Cl,746102,Procaterol HCl,1804572,0.17600000000000002,Inhibition index,
CCOC(=O)C(C)(N)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1.Cl,2341459,,1804572,0.3664,Inhibition index,
O=C(O)CNC(=O)c1ccccc1,3963,,1804572,0.06423999999999999,Inhibition index,
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,429204,Riboflavin,1804572,0.1711,Inhibition index,
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,544432,Benazepril HCl,1804572,0.02798,Inhibition index,
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1.Cl,674784,,1804572,1.01,Inhibition index,
CC[C@@H](C(N)=O)N1CCCC1=O,252155,Levetiracetam,1804572,0.008912999999999999,Inhibition index,
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,6706,Etoricoxib,1804572,0.1588,Inhibition index,
CC(=O)NC1CCSC1=O,1376727,,1804572,-0.001877,Inhibition index,
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,674963,Flurandrenolide,1804572,-0.0113,Inhibition index,
COc1cc(Br)c(C[N+]2(CCOCCC3CC[C@H]4C[C@@H]3C4(C)C)CCOCC2)cc1OC.[Br-],2341254,,1804572,-0.07837999999999999,Inhibition index,
C=C(C)[C@@H]1C2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34OC3C[C@]2(O)[C@@]14C,871267,,1804572,0.015,Inhibition index,
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,674796,Halcinonide,1804572,-0.01779,Inhibition index,
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,465355,,1804572,0.2535,Inhibition index,
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,110803,Loratadine,1804572,0.2267,Inhibition index,
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,169652,Acitretin,1804572,0.2609,Inhibition index,
CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,674804,Dydrogesterone,1804572,0.5447,Inhibition index,
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+],31491,,1804572,0.09233999999999999,Inhibition index,
CC=C(C)C(=O)O[C@H]1[C@H](OC(C)=O)C2(CO)C(CC1(C)C)C1=CCC3C4(C)CCC(OC5O[C@H](C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)C(O)[C@H](O)[C@H]5O)[C@](C)(CO)C4CCC3(C)[C@]1(C)C[C@H]2O,2341409,,1804572,-0.1544,Inhibition index,
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl.O.O.O,2197385,Irinotecan HCl,1804572,-0.061,Inhibition index,
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,2341318,,1804572,0.02341,Inhibition index,
CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,899577,,1804572,0.4661,Inhibition index,
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl,1229662,,1804572,0.8573,Inhibition index,
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,402531,Trioxsalen,1804572,0.031239999999999997,Inhibition index,
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,233590,Sulfabenzamide,1804572,0.01299,Inhibition index,
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],556,Isosorbide Dinitrate,1804572,0.07718,Inhibition index,
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,674551,,1804572,0.08915,Inhibition index,
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,597084,Althiazide,1804572,0.041010000000000005,Inhibition index,
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[K+],1540558,,1804572,-0.03252,Inhibition index,
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,93930,,1804572,0.1573,Inhibition index,
Nc1ccc(S(=O)(=O)[N-]c2cnc3ccccc3n2)cc1.[Na+],951208,,1804572,-0.000446,Inhibition index,
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,675343,Flumethasone,1804572,0.1234,Inhibition index,
C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,35271,Mupirocin,1804572,0.007946,Inhibition index,
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,454070,Acetohexamide,1804572,0.1115,Inhibition index,
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,209074,Oxethazaine,1804572,-0.1233,Inhibition index,
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],419596,Nifedipine,1804572,0.2063,Inhibition index,
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,134040,Tolnaftate,1804572,0.5943,Inhibition index,
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,16510,Sulindac,1804572,0.5382,Inhibition index,
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,27229,Prednisone,1804572,0.04154,Inhibition index,
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,674838,,1804572,0.1352,Inhibition index,
CC[N+](C)(C)c1cccc(O)c1.[Cl-],167875,Edrophonium Chloride,1804572,0.1419,Inhibition index,
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,364859,Diazoxide,1804572,0.02926,Inhibition index,
CC(C)NCC(O)COc1cccc2[nH]ccc12,8543,Pindolol,1804572,0.1341,Inhibition index,
CN(C)C/C=C(\c1ccc(Br)cc1)c1cccnc1.Cl.Cl.O,835619,,1804572,0.8074,Inhibition index,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,1379701,Lynestrenol,1804572,-0.1212,Inhibition index,
COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,5575,Nocodazole,1804572,-0.0327,Inhibition index,
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl,550917,Cyproheptadine HCl,1804572,-0.1252,Inhibition index,
O=C(NCCO[N+](=O)[O-])c1cccnc1,37980,Nicorandil,1804572,0.07296,Inhibition index,
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,73548,Metolazone,1804572,0.04673,Inhibition index,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O,456056,,1804572,0.05293,Inhibition index,
Cl.Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,675083,Nalbuphine HCl,1804572,0.2089,Inhibition index,
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,381691,Triamcinolone,1804572,0.1187,Inhibition index,
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,674389,Tioconazole,1804572,-0.1271,Inhibition index,
Cn1c(=O)c2[nH]cnc2n(C)c1=O.O,779620,,1804572,0.01251,Inhibition index,
Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,543171,Mefloquine HCl,1804572,-0.1263,Inhibition index,
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1.Cl.Cl,955748,Pirenzepine HCl,1804572,0.1161,Inhibition index,
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,139286,Glipizide,1804572,0.03796,Inhibition index,
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,545509,Diltiazem HCl,1804572,0.7261,Inhibition index,
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,65605,Astemizole,1804572,-0.1225,Inhibition index,
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,19569,Terfenadine,1804572,-0.1159,Inhibition index,
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,455284,,1804572,-0.00019930000000000002,Inhibition index,
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl,548913,Loperamide HCl,1804572,-0.09579,Inhibition index,
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,47340,Tamoxifen citrate,1804572,-0.1208,Inhibition index,
C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)[O-].[K+],795084,Canrenoate Potassium,1804572,0.2042,Inhibition index,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,12506,Erythromycin,1804572,0.0005254,Inhibition index,
Cl.N=C(N)NC(=N)NCCc1ccccc1,952723,,1804572,-0.07157000000000001,Inhibition index,
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,596044,Levamisole HCl,1804572,0.3696,Inhibition index,
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,61680,Aztreonam,1804572,0.1281,Inhibition index,
c1ccc(CNc2ncnc3[nH]cnc23)cc1,385067,,1804572,0.04989,Inhibition index,
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,5028,Thalidomide,1804572,0.09292,Inhibition index,
CN1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1.O=C(O)/C=C\C(=O)O,1347275,,1804572,-0.1,Inhibition index,
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,34094,Albuterol,1804572,0.0995,Inhibition index,
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,5105,,1804572,-0.1388,Inhibition index,
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1216,Trimethoprim,1804572,0.0604,Inhibition index,
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,11968,Piroxicam,1804572,0.5726,Inhibition index,
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,2994,Gemfibrozil,1804572,0.2785,Inhibition index,
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,29637,Mebendazole,1804572,0.1013,Inhibition index,
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,619,Indapamide,1804572,-0.01621,Inhibition index,
CCCCCC[C@H]1C(=O)O[C@H](C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,2341067,,1804572,-0.026000000000000002,Inhibition index,
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,26431,Etodolac,1804572,0.05476,Inhibition index,
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2,755100,,1804572,0.2122,Inhibition index,
COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.Cl.Cl,1027704,,1804572,0.2113,Inhibition index,
Cc1cccc(C)c1OCC(C)N.Cl,674557,Mexiletine HCl,1804572,0.1347,Inhibition index,
CCCCOc1ccc(CC(=O)NO)cc1,153408,,1804572,0.03632,Inhibition index,
CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C.O,674289,Pinacidil,1804572,0.01526,Inhibition index,
CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C.O,674289,Pinacidil hydrate,1804572,0.01526,Inhibition index,
C=CCc1ccccc1OCC(O)CNC(C)C.Cl,705163,Alprenolol HCl,1804572,0.028860000000000004,Inhibition index,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,187962,Norethindrone,1804572,0.3949,Inhibition index,
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,2208,Tretinoin,1804572,0.9990000000000001,Inhibition index,
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,99024,Praziquantel,1804572,0.2207,Inhibition index,
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1.Cl,674401,,1804572,0.8569,Inhibition index,
CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,674357,,1804572,1.153,Inhibition index,
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,674661,Clomipramine HCl,1804572,-0.1689,Inhibition index,
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,644928,,1804572,0.1041,Inhibition index,
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,27370,Prednisolone,1804572,0.3132,Inhibition index,
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,66311,Cinnarizine,1804572,0.6874,Inhibition index,
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,27575,Methylprednisolone,1804572,0.2127,Inhibition index,
CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,86784,Diethylcarbamazine Citrate,1804572,0.053079999999999995,Inhibition index,
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,404691,Chenodiol,1804572,0.2725,Inhibition index,
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,60232,Sulfinpyrazone,1804572,0.02521,Inhibition index,
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1.O=C(O)/C=C\C(=O)O,947711,,1804572,-0.1714,Inhibition index,
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,314587,,1804572,0.3777,Inhibition index,
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,712273,Mifepristone,1804572,0.1807,Inhibition index,
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2046,Furosemide,1804572,0.1381,Inhibition index,
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1.Cl,754613,,1804572,0.1595,Inhibition index,
CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21.Cl,830158,,1804572,-0.1342,Inhibition index,
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,134333,Chlorthalidone,1804572,0.2036,Inhibition index,
C[C@H]1CCC[C@@H](C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1029534,,1804572,0.2254,Inhibition index,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,143284,Amoxicillin,1804572,0.1371,Inhibition index,
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,152751,Droperidol,1804572,0.6144,Inhibition index,
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,27152,Betamethasone,1804572,0.2828,Inhibition index,
Cl.Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,938518,,1804572,1.085,Inhibition index,
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,20496,Meloxicam,1804572,0.3169,Inhibition index,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,1413,,1804572,0.6955,Inhibition index,
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C/c3scnc3C)CS[C@H]12)c1csc(N)n1,2341299,,1804572,0.3451,Inhibition index,
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,674443,Nefazodone HCl,1804572,0.1976,Inhibition index,
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,543228,Betaxolol HCl,1804572,0.6286,Inhibition index,
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,22641,Probucol,1804572,0.2869,Inhibition index,
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,705687,,1804572,0.9224,Inhibition index,
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,6514,,1804572,-0.08118,Inhibition index,
O.O=C(O)[C@H](O)[C@@H](O)C(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,2341342,,1804572,0.3667,Inhibition index,
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,68607,Etoposide,1804572,0.004299,Inhibition index,
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,442830,,1804572,0.05106,Inhibition index,
CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,76984,Pepstatin,1804572,-0.009251,Inhibition index,
C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,8873,,1804572,-0.1025,Inhibition index,
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,65798,Biotin,1804572,0.02245,Inhibition index,
CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21.[Na+],704921,Nalidixate Sodium,1804572,-0.007949,Inhibition index,
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,1532645,Ibutilide Fumarate,1804572,0.01646,Inhibition index,
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,401,,1804572,0.4442,Inhibition index,
Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],451916,,1804572,0.09954,Inhibition index,
Nc1ccc(S(N)(=O)=O)cc1,1159,Sulfanilamide,1804572,0.1687,Inhibition index,
Cc1ccsc1/C=C/C1=NCCCN1C.O=C(O)C(O)C(O)C(=O)O,869678,Morantel Tartrate,1804572,0.007993,Inhibition index,
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,674867,,1804572,-0.1314,Inhibition index,
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,431141,Azathioprine,1804572,0.4934,Inhibition index,
C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,674387,Oxandrolone,1804572,0.1105,Inhibition index,
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,995747,Isoconazole,1804572,-0.0038590000000000005,Inhibition index,
CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,586555,,1804572,-0.09904,Inhibition index,
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,1038536,,1804572,0.2431,Inhibition index,
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl,1376557,Dibenzepin HCl,1804572,0.599,Inhibition index,
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,121485,,1804572,0.5097,Inhibition index,
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,182165,,1804572,0.2124,Inhibition index,
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,72873,Cyclosporine,1804572,-0.1003,Inhibition index,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,462435,Doxorubicin HCl,1804572,-0.06911,Inhibition index,
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,139014,Oxcarbazepine,1804572,-0.003713,Inhibition index,
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,674912,,1804572,0.3833,Inhibition index,
